Dates,BA,NOC
2019-01-10,352.61,257.66
2019-01-09,343.83,252.15
2019-01-08,340.53,250.96
2019-01-07,328.11,249.83
2019-01-04,327.08,247.9
2019-01-03,310.9,239.92
2019-01-02,323.81,246.37
2018-12-31,322.5,244.9
2018-12-28,316.38,242.25
2018-12-27,317.14,239.57
2018-12-26,313.93,232.64
2018-12-24,294.16,226.23
2018-12-21,304.55,235.24
2018-12-20,313.05,243.62
2018-12-19,319.55,253.35
2018-12-18,328.06,256.94
2018-12-17,316.13,257.24
2018-12-14,318.75,262.71
2018-12-13,325.47,267.85
2018-12-12,326.69,270.11
2018-12-11,322.03,268.0
2018-12-10,326.35,270.23
2018-12-07,323.22,257.54
2018-12-06,331.9,257.01
2018-12-04,342.5,249.84
2018-12-03,359.96,261.47
2018-11-30,346.76,259.88
2018-11-29,342.56,260.67
2018-11-28,333.5,263.14
2018-11-27,318.03,260.34
2018-11-26,316.36,265.9
2018-11-23,312.32,266.59
2018-11-21,317.32,267.71
2018-11-20,317.7,266.81
2018-11-19,320.94,269.26
2018-11-16,335.95,272.64
2018-11-15,341.57,272.35
2018-11-14,344.72,270.72
2018-11-13,349.51,273.64
2018-11-12,357.03,277.55
2018-11-09,369.34,285.73
2018-11-08,370.77,284.03
2018-11-07,372.02,285.91
2018-11-06,366.47,282.74
2018-11-05,361.98,279.44
2018-11-02,357.75,273.8
2018-11-01,363.07,273.15
2018-10-31,354.86,261.95
2018-10-30,349.91,261.1
2018-10-29,335.59,256.3
2018-10-26,359.27,269.84
2018-10-25,363.77,269.98
2018-10-24,354.65,285.86
2018-10-23,350.05,304.12
2018-10-22,355.98,306.75
2018-10-19,356.26,307.67
2018-10-18,359.35,308.2
2018-10-17,365.5,309.5
2018-10-16,368.25,312.09
2018-10-15,358.88,305.6
2018-10-12,360.11,302.37
2018-10-11,358.11,297.62
2018-10-10,367.47,309.05
2018-10-09,385.44,314.2
2018-10-08,385.77,319.0
2018-10-05,386.47,320.34
2018-10-04,389.99,318.09
2018-10-03,392.3,317.63
2018-10-02,386.37,318.77
2018-10-01,382.29,318.5
2018-09-28,371.9,317.37
2018-09-27,367.39,316.77
2018-09-26,365.03,314.58
2018-09-25,367.23,314.41
2018-09-24,367.99,306.11
2018-09-21,372.23,306.69
2018-09-20,367.46,301.41
2018-09-19,365.22,312.26
2018-09-18,363.58,317.63
2018-09-17,355.96,311.02
2018-09-14,359.8,307.34
2018-09-13,355.46,303.41
2018-09-12,353.41,303.53
2018-09-11,345.25,302.97
2018-09-10,341.86,303.94
2018-09-07,349.28,300.52
2018-09-06,351.27,301.69
2018-09-05,346.68,296.75
2018-09-04,346.25,297.65
2018-08-31,342.79,298.49
2018-08-30,346.9,298.69
2018-08-29,350.19,297.11
2018-08-28,351.21,300.41
2018-08-27,353.74,300.13
2018-08-24,349.38,298.04
2018-08-23,347.48,297.58
2018-08-22,350.03,297.24
2018-08-21,353.77,298.18
2018-08-20,350.74,297.5
2018-08-17,346.4,294.39
2018-08-16,345.98,291.99
2018-08-15,331.76,291.51
2018-08-14,339.14,293.86
2018-08-13,338.36,292.02
2018-08-10,339.41,291.32
2018-08-09,343.72,291.43
2018-08-08,347.78,294.95
2018-08-07,350.76,295.26
2018-08-06,346.57,295.43
2018-08-03,348.44,297.25
2018-08-02,349.73,298.69
2018-08-01,352.76,300.9
2018-07-31,356.3,300.49
2018-07-30,351.06,294.83
2018-07-27,360.65,301.65
2018-07-26,359.32,295.31
2018-07-25,355.92,295.5
2018-07-24,358.27,316.17
2018-07-23,353.27,316.67
2018-07-20,354.9,323.93
2018-07-19,355.33,324.16
2018-07-18,360.23,323.71
2018-07-17,356.88,321.2
2018-07-16,356.1,320.33
2018-07-13,350.79,321.73
2018-07-12,346.03,322.13
2018-07-11,340.6,311.77
2018-07-10,347.16,315.12
2018-07-09,341.92,313.7
2018-07-06,334.64,307.36
2018-07-05,333.18,308.25
2018-07-03,332.93,308.84
2018-07-02,336.08,308.87
2018-06-29,335.51,307.7
2018-06-28,334.65,307.72
2018-06-27,329.82,306.59
2018-06-26,331.3,309.34
2018-06-25,331.2,313.72
2018-06-22,338.91,312.06
2018-06-21,337.66,313.45
2018-06-20,342.69,312.08
2018-06-19,341.12,313.84
2018-06-18,354.74,322.42
2018-06-15,357.88,321.52
2018-06-14,362.42,322.56
2018-06-13,363.85,327.82
2018-06-12,370.62,329.35
2018-06-11,370.94,334.36
2018-06-08,369.5,338.63
2018-06-07,368.53,338.07
2018-06-06,371.56,335.22
2018-06-05,360.1,329.19
2018-06-04,360.73,332.81
2018-06-01,356.72,329.99
2018-05-31,352.16,327.25
2018-05-30,358.19,331.57
2018-05-29,352.48,326.48
2018-05-25,360.09,331.93
2018-05-24,359.0,332.81
2018-05-23,359.21,328.23
2018-05-22,355.02,324.5
2018-05-21,363.92,331.36
2018-05-18,351.23,329.02
2018-05-17,344.14,324.52
2018-05-16,340.97,321.16
2018-05-15,342.12,319.97
2018-05-14,344.59,318.72
2018-05-11,342.46,325.3
2018-05-10,344.07,326.41
2018-05-09,344.5,327.59
2018-05-08,338.37,329.27
2018-05-07,340.43,317.13
2018-05-04,334.43,313.85
2018-05-03,330.69,315.68
2018-05-02,324.19,307.16
2018-05-01,329.54,307.22
2018-04-30,333.56,322.04
2018-04-27,340.88,321.85
2018-04-26,342.79,333.96
2018-04-25,342.86,332.62
2018-04-24,329.06,341.52
2018-04-23,338.84,356.12
2018-04-20,338.67,355.92
2018-04-19,340.64,358.02
2018-04-18,341.0,357.7
2018-04-17,336.72,355.04
2018-04-16,331.77,351.75
2018-04-13,329.28,350.6
2018-04-12,337.48,352.05
2018-04-11,327.36,346.65
2018-04-10,334.83,346.74
2018-04-09,322.48,347.59
2018-04-06,326.12,351.72
2018-04-05,336.4,360.03
2018-04-04,327.44,353.44
2018-04-03,330.82,346.04
2018-04-02,322.44,345.52
2018-03-29,327.88,349.12
2018-03-28,320.02,344.71
2018-03-27,321.12,349.29
2018-03-26,328.97,355.23
2018-03-23,321.0,345.77
2018-03-22,319.61,338.83
2018-03-21,337.1,347.22
2018-03-20,337.63,347.58
2018-03-19,331.76,344.93
2018-03-16,330.47,338.63
2018-03-15,329.98,340.82
2018-03-14,330.26,340.1
2018-03-13,338.67,344.33
2018-03-12,344.19,344.72
2018-03-09,354.52,349.64
2018-03-08,348.73,346.36
2018-03-07,347.04,346.82
2018-03-06,348.92,341.87
2018-03-05,352.75,344.79
2018-03-02,344.67,343.05
2018-03-01,349.69,339.54
2018-02-28,362.21,350.04
2018-02-27,364.64,353.66
2018-02-26,363.48,355.09
2018-02-23,356.66,351.51
2018-02-22,355.92,348.63
2018-02-21,352.37,350.82
2018-02-20,353.35,350.36
2018-02-16,355.04,356.0
2018-02-15,356.46,356.91
2018-02-14,344.85,349.62
2018-02-13,343.16,343.36
2018-02-12,343.8,337.44
2018-02-09,332.83,332.69
2018-02-08,329.66,324.01
2018-02-07,348.12,337.66
2018-02-06,340.91,327.5
2018-02-05,328.88,322.37
2018-02-02,348.91,336.79
2018-02-01,356.94,342.86
2018-01-31,354.37,340.53
2018-01-30,337.71,339.46
2018-01-29,340.82,338.34
2018-01-26,343.22,335.56
2018-01-25,343.11,325.0
2018-01-24,334.69,313.46
2018-01-23,335.59,313.48
2018-01-22,338.0,315.14
2018-01-19,337.73,316.37
2018-01-18,340.16,314.3
2018-01-17,351.01,317.51
2018-01-16,335.16,312.54
2018-01-12,336.21,315.15
2018-01-11,328.12,309.55
2018-01-10,320.26,307.61
2018-01-09,318.43,310.39
2018-01-08,310.15,308.26
2018-01-05,308.84,308.22
2018-01-04,296.67,308.55
2018-01-03,297.8,306.65
2018-01-02,296.84,305.24
2017-12-29,294.91,306.91
2017-12-28,296.35,308.29
2017-12-27,295.62,306.16
2017-12-26,295.36,303.84
2017-12-22,295.1,303.78
2017-12-21,295.03,304.49
2017-12-20,297.9,306.62
2017-12-19,297.25,307.12
2017-12-18,296.14,308.4
2017-12-15,293.94,310.47
2017-12-14,293.88,306.91
2017-12-13,291.84,308.46
2017-12-12,289.94,307.28
2017-12-11,283.16,304.56
2017-12-08,285.9,305.67
2017-12-07,281.97,302.68
2017-12-06,278.27,300.2
2017-12-05,275.54,297.75
2017-12-04,277.97,300.56
2017-12-01,271.38,299.63
2017-11-30,276.8,307.4
2017-11-29,269.3,306.69
2017-11-28,267.99,307.9
2017-11-27,265.58,303.63
2017-11-24,265.88,302.72
2017-11-22,265.15,302.02
2017-11-21,266.99,304.31
2017-11-20,264.63,300.94
2017-11-17,262.26,296.85
2017-11-16,263.7,300.55
2017-11-15,262.86,299.94
2017-11-14,261.76,300.46
2017-11-13,262.42,298.48
2017-11-10,260.85,298.13
2017-11-09,262.7,299.14
2017-11-08,265.57,303.3
2017-11-07,266.13,303.31
2017-11-06,264.07,301.86
2017-11-03,261.75,301.66
2017-11-02,262.63,301.36
2017-11-01,258.5,294.17
2017-10-31,257.98,295.53
2017-10-30,259.25,296.37
2017-10-27,256.46,297.66
2017-10-26,259.27,297.99
2017-10-25,258.42,304.75
2017-10-24,266.0,294.03
2017-10-23,262.32,294.05
2017-10-20,264.75,294.6
2017-10-19,259.04,292.65
2017-10-18,260.04,292.0
2017-10-17,258.62,294.32
2017-10-16,259.75,295.78
2017-10-13,260.74,296.4
2017-10-12,261.91,298.68
2017-10-11,261.44,295.19
2017-10-10,260.93,293.33
2017-10-09,258.39,293.86
2017-10-06,258.58,293.33
2017-10-05,258.89,292.68
2017-10-04,255.76,292.18
2017-10-03,255.46,291.08
2017-10-02,255.99,289.9
2017-09-29,254.21,287.72
2017-09-28,254.27,284.62
2017-09-27,255.28,286.84
2017-09-26,253.7,284.74
2017-09-25,254.32,281.37
2017-09-22,256.45,281.55
2017-09-21,256.04,280.42
2017-09-20,255.46,280.04
2017-09-19,252.46,278.33
2017-09-18,253.08,275.97
2017-09-15,249.0,267.03
2017-09-14,245.23,265.69
2017-09-13,241.93,266.7
2017-09-12,240.58,268.96
2017-09-11,240.59,269.3
2017-09-08,238.78,267.45
2017-09-07,236.31,265.87
2017-09-06,234.62,265.27
2017-09-05,237.0,268.07
2017-09-01,240.33,268.83
2017-08-31,239.66,272.21
2017-08-30,240.46,271.01
2017-08-29,240.49,270.72
2017-08-28,237.18,267.9
2017-08-25,235.89,269.33
2017-08-24,238.74,268.54
2017-08-23,238.09,270.77
2017-08-22,239.75,272.82
2017-08-21,235.68,267.7
2017-08-18,235.77,267.61
2017-08-17,235.59,268.13
2017-08-16,237.59,269.99
2017-08-15,239.17,271.14
2017-08-14,237.15,271.4
2017-08-11,234.88,269.28
2017-08-10,232.88,270.55
2017-08-09,234.31,273.1
2017-08-08,239.5,269.82
2017-08-07,240.23,269.58
2017-08-04,237.71,269.24
2017-08-03,238.25,268.78
2017-08-02,237.95,266.83
2017-08-01,239.44,264.64
2017-07-31,242.46,263.13
2017-07-28,241.27,264.1
2017-07-27,241.0,260.76
2017-07-26,233.45,263.86
2017-07-25,212.46,264.05
2017-07-24,212.18,265.27
2017-07-21,212.14,265.3
2017-07-20,210.28,264.77
2017-07-19,210.88,264.92
2017-07-18,208.24,264.24
2017-07-17,209.0,264.81
2017-07-14,208.51,264.83
2017-07-13,206.23,263.86
2017-07-12,206.44,263.96
2017-07-11,206.27,262.64
2017-07-10,203.96,261.78
2017-07-07,202.37,261.99
2017-07-06,201.48,258.94
2017-07-05,201.81,260.28
2017-07-03,198.59,257.7
2017-06-30,197.75,256.71
2017-06-29,197.46,254.88
2017-06-28,199.62,257.56
2017-06-27,198.89,255.33
2017-06-26,199.98,255.95
2017-06-23,202.23,257.4
2017-06-22,199.44,256.89
2017-06-21,199.17,260.29
2017-06-20,198.33,260.16
2017-06-19,199.08,261.27
2017-06-16,196.44,258.59
2017-06-15,195.45,258.64
2017-06-14,192.38,259.66
2017-06-13,191.09,257.59
2017-06-12,190.0,255.99
2017-06-09,190.03,256.69
2017-06-08,189.93,256.14
2017-06-07,188.1,254.67
2017-06-06,186.75,253.19
2017-06-05,188.95,255.61
2017-06-02,190.23,258.52
2017-06-01,187.32,257.61
2017-05-31,187.63,259.22
2017-05-30,186.88,256.21
2017-05-26,186.59,256.99
2017-05-25,187.07,256.52
2017-05-24,185.25,253.38
2017-05-23,183.49,250.65
2017-05-22,183.67,249.45
2017-05-19,180.76,249.88
2017-05-18,177.4,246.88
2017-05-17,178.78,246.32
2017-05-16,182.7,247.38
2017-05-15,182.39,248.25
2017-05-12,183.25,247.45
2017-05-11,183.94,247.52
2017-05-10,183.18,248.11
2017-05-09,186.91,249.49
2017-05-08,186.02,249.14
2017-05-05,185.01,248.91
2017-05-04,183.07,245.75
2017-05-03,183.39,245.51
2017-05-02,183.44,245.33
2017-05-01,182.39,244.34
2017-04-28,184.83,245.96
2017-04-27,183.22,248.4
2017-04-26,181.71,248.06
2017-04-25,183.51,248.13
2017-04-24,182.06,249.14
2017-04-21,180.38,246.33
2017-04-20,179.3,244.85
2017-04-19,178.4,243.74
2017-04-18,177.85,243.18
2017-04-17,179.02,243.1
2017-04-13,175.62,240.2
2017-04-12,176.05,239.36
2017-04-11,178.57,241.05
2017-04-10,177.56,239.34
2017-04-07,178.85,238.81
2017-04-06,177.37,236.67
2017-04-05,177.08,236.1
2017-04-04,178.7,237.64
2017-04-03,176.65,237.81
2017-03-31,176.86,237.84
2017-03-30,177.98,239.06
2017-03-29,177.63,236.52
2017-03-28,177.36,237.19
2017-03-27,176.1,235.83
2017-03-24,175.82,236.88
2017-03-23,177.26,239.5
2017-03-22,176.98,241.14
2017-03-21,175.96,239.72
2017-03-20,179.39,242.99
2017-03-17,180.1,244.25
2017-03-16,178.19,240.28
2017-03-15,178.71,243.84
2017-03-14,178.73,243.77
2017-03-13,179.05,244.42
2017-03-10,178.7,243.59
2017-03-09,180.57,244.12
2017-03-08,181.74,243.57
2017-03-07,182.02,243.78
2017-03-06,180.93,242.92
2017-03-03,182.18,242.93
2017-03-02,182.99,243.07
2017-03-01,183.91,245.93
2017-02-28,180.23,247.09
2017-02-27,179.43,248.6
2017-02-24,177.44,245.05
2017-02-23,176.86,243.86
2017-02-22,175.36,242.98
2017-02-21,175.56,244.12
2017-02-17,172.71,243.58
2017-02-16,170.81,243.53
2017-02-15,169.3,241.59
2017-02-14,168.5,239.62
2017-02-13,168.03,239.08
2017-02-10,166.23,236.25
2017-02-09,164.28,234.84
2017-02-08,163.81,232.42
2017-02-07,166.5,232.98
2017-02-06,163.98,232.82
2017-02-03,162.4,231.36
2017-02-02,162.26,229.85
2017-02-01,163.97,228.82
2017-01-31,163.42,229.08
2017-01-30,165.57,229.48
2017-01-27,167.7,229.83
2017-01-26,169.12,226.96
2017-01-25,167.36,230.84
2017-01-24,160.55,232.59
2017-01-23,157.84,231.69
2017-01-20,159.53,232.11
2017-01-19,159.0,232.39
2017-01-18,158.32,230.24
2017-01-17,157.67,228.48
2017-01-13,158.83,230.17
2017-01-12,158.29,229.15
2017-01-11,159.4,231.55
2017-01-10,159.07,233.11
2017-01-09,158.32,235.81
2017-01-06,159.1,236.73
2017-01-05,158.71,235.99
2017-01-04,158.62,235.25
2017-01-03,156.97,234.89
2016-12-30,155.68,232.58
2016-12-29,155.69,232.63
2016-12-28,156.1,231.95
2016-12-27,157.48,233.24
2016-12-23,157.81,232.99
2016-12-22,157.46,233.72
2016-12-21,157.48,233.15
2016-12-20,156.39,235.14
2016-12-19,156.18,233.54
2016-12-16,154.5,231.7
2016-12-15,153.77,231.99
2016-12-14,154.47,232.1
2016-12-13,156.66,231.56
2016-12-12,157.16,232.07
2016-12-09,156.49,238.43
2016-12-08,155.39,237.72
2016-12-07,154.14,247.14
2016-12-06,152.24,247.84
2016-12-05,152.16,247.49
2016-12-02,152.25,250.87
2016-12-01,152.39,249.07
2016-11-30,150.56,249.65
2016-11-29,151.64,251.8
2016-11-28,149.77,248.96
2016-11-25,150.04,248.58
2016-11-23,149.74,247.59
2016-11-22,149.52,248.07
2016-11-21,147.02,246.29
2016-11-18,146.35,245.46
2016-11-17,145.33,244.66
2016-11-16,146.44,245.39
2016-11-15,148.11,247.45
2016-11-14,149.99,251.12
2016-11-11,148.52,247.5
2016-11-10,147.69,245.17
2016-11-09,145.09,242.3
2016-11-08,142.2,229.87
2016-11-07,143.03,230.06
2016-11-04,139.54,225.23
2016-11-03,140.02,225.54
2016-11-02,140.75,228.67
2016-11-01,142.41,228.42
2016-10-31,142.43,229.0
2016-10-28,143.01,228.38
2016-10-27,143.31,225.35
2016-10-26,145.54,228.05
2016-10-25,139.02,219.53
2016-10-24,137.45,216.46
2016-10-21,135.63,215.86
2016-10-20,135.84,217.36
2016-10-19,136.18,218.16
2016-10-18,135.1,219.44
2016-10-17,134.0,219.14
2016-10-14,133.5,218.92
2016-10-13,133.38,218.37
2016-10-12,133.16,216.85
2016-10-11,133.74,215.22
2016-10-10,135.84,216.62
2016-10-07,133.85,215.43
2016-10-06,134.42,214.21
2016-10-05,134.66,212.48
2016-10-04,132.25,212.83
2016-10-03,132.38,215.1
2016-09-30,131.74,213.95
2016-09-29,131.03,213.61
2016-09-28,132.23,217.9
2016-09-27,131.32,218.05
2016-09-26,130.57,217.0
2016-09-23,131.78,217.05
2016-09-22,131.87,216.49
2016-09-21,130.56,215.85
2016-09-20,127.79,212.11
2016-09-19,127.48,211.16
2016-09-16,126.7,211.0
2016-09-15,127.77,211.39
2016-09-14,127.67,208.81
2016-09-13,128.76,208.36
2016-09-12,130.12,210.27
2016-09-09,128.53,209.24
2016-09-08,132.9,212.73
2016-09-07,132.64,212.86
2016-09-06,132.99,214.76
2016-09-02,131.16,213.24
2016-09-01,129.9,211.83
2016-08-31,129.45,212.07
2016-08-30,130.81,212.62
2016-08-29,132.9,213.1
2016-08-26,132.23,211.93
2016-08-25,132.98,213.44
2016-08-24,133.29,214.0
2016-08-23,134.14,214.5
2016-08-22,134.99,218.26
2016-08-19,134.44,217.42
2016-08-18,135.0,218.14
2016-08-17,134.72,218.55
2016-08-16,135.0,217.1
2016-08-15,134.66,219.81
2016-08-12,133.1,218.21
2016-08-11,133.0,217.99
2016-08-10,132.28,217.18
2016-08-09,132.62,216.74
2016-08-08,132.19,216.07
2016-08-05,131.73,218.95
2016-08-04,131.21,218.34
2016-08-03,131.87,218.66
2016-08-02,131.6,218.68
2016-08-01,133.21,216.69
2016-07-29,133.66,216.63
2016-07-28,133.01,217.23
2016-07-27,135.96,217.81
2016-07-26,134.85,218.35
2016-07-25,132.94,219.13
2016-07-22,133.47,219.6
2016-07-21,133.53,218.21
2016-07-20,134.72,222.55
2016-07-19,134.66,221.55
2016-07-18,133.43,220.81
2016-07-15,132.39,221.46
2016-07-14,131.55,221.13
2016-07-13,130.11,221.78
2016-07-12,130.81,220.47
2016-07-11,132.04,221.96
2016-07-08,130.09,221.97
2016-07-07,127.17,220.5
2016-07-06,126.96,221.73
2016-07-05,126.97,221.55
2016-07-01,129.69,221.8
2016-06-30,129.87,222.28
2016-06-29,126.99,217.24
2016-06-28,123.89,216.13
2016-06-27,122.7,214.15
2016-06-24,126.52,212.71
2016-06-23,133.55,214.7
2016-06-22,131.77,214.89
2016-06-21,131.52,214.85
2016-06-20,132.75,215.16
2016-06-17,129.82,214.32
2016-06-16,129.37,216.74
2016-06-15,130.16,217.19
2016-06-14,130.5,216.91
2016-06-13,129.92,215.05
2016-06-10,131.14,217.36
2016-06-09,133.1,218.58
2016-06-08,133.0,217.66
2016-06-07,131.93,215.69
2016-06-06,131.9,215.44
2016-06-03,127.38,215.18
2016-06-02,126.85,213.38
2016-06-01,126.41,214.17
2016-05-31,126.15,212.67
2016-05-27,129.22,214.42
2016-05-26,129.31,213.95
2016-05-25,128.86,214.33
2016-05-24,127.5,214.68
2016-05-23,127.58,212.16
2016-05-20,127.39,212.72
2016-05-19,128.08,211.07
2016-05-18,130.99,214.14
2016-05-17,132.56,213.6
2016-05-16,134.14,215.73
2016-05-13,132.12,213.98
2016-05-12,134.42,217.98
2016-05-11,133.0,214.32
2016-05-10,134.72,217.43
2016-05-09,132.1,214.63
2016-05-06,133.26,214.1
2016-05-05,132.08,211.93
2016-05-04,130.89,210.55
2016-05-03,132.49,209.6
2016-05-02,134.01,208.31
2016-04-29,134.8,206.26
2016-04-28,134.8,205.61
2016-04-27,137.08,207.0
2016-04-26,133.24,203.57
2016-04-25,130.75,200.73
2016-04-22,131.05,200.75
2016-04-21,130.74,200.0
2016-04-20,130.57,201.58
2016-04-19,132.68,201.59
2016-04-18,131.97,202.79
2016-04-15,131.13,201.88
2016-04-14,130.85,200.13
2016-04-13,131.14,201.13
2016-04-12,129.47,200.2
2016-04-11,127.91,199.51
2016-04-08,127.88,200.57
2016-04-07,127.0,200.55
2016-04-06,127.93,202.1
2016-04-05,127.03,202.27
2016-04-04,126.34,201.18
2016-04-01,126.96,200.31
2016-03-31,126.94,197.9
2016-03-30,128.58,198.73
2016-03-29,130.88,196.68
2016-03-28,131.29,194.88
2016-03-24,132.12,194.2
2016-03-23,132.86,194.96
2016-03-22,135.12,194.34
2016-03-21,135.86,194.18
2016-03-18,133.96,193.99
2016-03-17,130.7,190.91
2016-03-16,127.57,191.57
2016-03-15,126.36,191.67
2016-03-14,126.34,188.57
2016-03-11,124.63,189.89
2016-03-10,122.94,186.75
2016-03-09,122.86,186.74
2016-03-08,122.35,186.86
2016-03-07,122.9,186.68
2016-03-04,121.07,191.07
2016-03-03,119.61,192.12
2016-03-02,119.65,193.32
2016-03-01,119.96,193.88
2016-02-29,118.18,192.22
2016-02-26,118.16,192.22
2016-02-25,116.82,192.93
2016-02-24,115.59,190.02
2016-02-23,116.9,191.31
2016-02-22,117.39,192.27
2016-02-19,115.16,190.68
2016-02-18,117.57,192.68
2016-02-17,116.34,190.06
2016-02-16,112.6,184.22
2016-02-12,108.63,181.25
2016-02-11,108.44,183.91
2016-02-10,116.36,188.33
2016-02-09,118.88,187.32
2016-02-08,119.47,185.62
2016-02-05,122.56,186.49
2016-02-04,123.61,186.35
2016-02-03,121.87,189.77
2016-02-02,117.52,187.44
2016-02-01,121.56,188.64
2016-01-29,120.13,185.06
2016-01-28,118.01,180.15
2016-01-27,116.58,178.19
2016-01-26,128.01,182.5
2016-01-25,124.01,181.83
2016-01-22,124.61,184.11
2016-01-21,123.4,181.22
2016-01-20,122.14,182.56
2016-01-19,126.06,186.75
2016-01-15,125.63,184.21
2016-01-14,129.2,185.55
2016-01-13,128.12,184.86
2016-01-12,131.92,188.92
2016-01-11,130.21,188.11
2016-01-08,129.99,186.07
2016-01-07,133.01,188.11
2016-01-06,138.83,190.47
2016-01-05,141.07,192.39
2016-01-04,140.5,187.51
2015-12-31,144.59,188.81
2015-12-30,146.41,190.08
2015-12-29,147.35,191.48
2015-12-28,144.54,189.98
2015-12-24,143.53,190.11
2015-12-23,144.06,190.0
2015-12-22,142.38,189.37
2015-12-21,140.9,189.01
2015-12-18,139.58,184.86
2015-12-17,145.56,188.31
2015-12-16,148.11,189.75
2015-12-15,146.53,187.84
2015-12-14,143.0,187.07
2015-12-11,144.62,186.02
2015-12-10,146.41,187.46
2015-12-09,144.24,186.55
2015-12-08,144.99,188.0
2015-12-07,148.45,187.99
2015-12-04,148.5,187.95
2015-12-03,145.56,183.06
2015-12-02,146.96,185.69
2015-12-01,147.74,187.31
2015-11-30,145.45,186.36
2015-11-27,146.95,188.41
2015-11-25,147.43,187.77
2015-11-24,148.65,188.0
2015-11-23,148.34,187.83
2015-11-20,149.4,189.48
2015-11-19,149.24,188.26
2015-11-18,148.28,188.14
2015-11-17,146.08,186.14
2015-11-16,144.42,186.61
2015-11-13,142.59,178.82
2015-11-12,142.54,180.31
2015-11-11,144.99,181.7
2015-11-10,145.15,181.49
2015-11-09,145.98,181.66
2015-11-06,147.94,184.01
2015-11-05,147.97,186.42
2015-11-04,148.19,186.17
2015-11-03,148.09,186.64
2015-11-02,148.4,189.54
2015-10-30,148.07,187.75
2015-10-29,147.18,190.07
2015-10-28,147.88,190.5
2015-10-27,148.46,180.6
2015-10-26,146.7,180.29
2015-10-23,146.7,179.83
2015-10-22,146.31,179.5
2015-10-21,141.19,174.13
2015-10-20,138.88,174.45
2015-10-19,138.42,174.58
2015-10-16,137.6,174.88
2015-10-15,137.39,174.06
2015-10-14,134.22,173.8
2015-10-13,140.29,177.0
2015-10-12,140.68,177.19
2015-10-09,139.7,175.75
2015-10-08,139.04,173.75
2015-10-07,137.02,171.2
2015-10-06,134.63,168.41
2015-10-05,134.02,170.38
2015-10-02,132.56,167.53
2015-10-01,130.61,165.72
2015-09-30,130.95,165.95
2015-09-29,128.75,163.55
2015-09-28,128.13,162.65
2015-09-25,131.01,165.57
2015-09-24,129.75,166.78
2015-09-23,131.67,167.42
2015-09-22,133.99,167.63
2015-09-21,136.02,170.21
2015-09-18,136.09,168.98
2015-09-17,137.45,170.72
2015-09-16,137.2,170.96
2015-09-15,136.3,170.33
2015-09-14,134.43,167.83
2015-09-11,134.67,168.52
2015-09-10,133.55,165.7
2015-09-09,132.65,166.26
2015-09-08,133.82,168.01
2015-09-04,129.76,162.3
2015-09-03,131.02,164.65
2015-09-02,130.63,164.61
2015-09-01,127.44,159.37
2015-08-31,130.68,163.74
2015-08-28,133.24,165.54
2015-08-27,131.87,167.08
2015-08-26,129.34,164.48
2015-08-25,125.49,159.69
2015-08-24,127.19,160.02
2015-08-21,131.71,165.35
2015-08-20,137.02,172.59
2015-08-19,142.72,175.62
2015-08-18,144.6,175.5
2015-08-17,144.44,174.71
2015-08-14,145.09,174.18
2015-08-13,144.81,172.86
2015-08-12,142.43,171.56
2015-08-11,144.05,173.27
2015-08-10,145.86,175.25
2015-08-07,142.42,172.65
2015-08-06,143.82,172.87
2015-08-05,144.95,173.68
2015-08-04,143.54,172.12
2015-08-03,143.69,172.16
2015-07-31,144.17,173.01
2015-07-30,143.01,175.41
2015-07-29,144.14,173.44
2015-07-28,141.81,163.34
2015-07-27,141.03,162.56
2015-07-24,144.06,164.8
2015-07-23,146.11,165.5
2015-07-22,146.47,166.28
2015-07-21,145.0,166.77
2015-07-20,146.72,169.83
2015-07-17,146.84,168.99
2015-07-16,148.49,169.86
2015-07-15,146.89,168.59
2015-07-14,147.75,168.49
2015-07-13,146.62,167.3
2015-07-10,144.48,165.37
2015-07-09,142.8,162.69
2015-07-08,141.92,160.66
2015-07-07,143.15,161.39
